Bandgap/eV
1.50209403
1.53418565
1.53347516
1.50965714
1.53606582
1.52318382
1.5287292
1.53522801
1.51048827
1.51565814
1.53067303
1.51874089
1.53936195
1.53323603
1.53484273
1.51368189
1.5159421
